match_id,competition_id,season_id,match_date,team,opponent,is_home,goals_for,goals_against,xg_for,xg_against,shot_accuracy_pct,possession_pct,progressive_passes_pct
3857267,43,106,2022-11-29,Senegal,Ecuador,0,2,1,1.7074647099999998,1.001662787,23.076923076923077,40.07731958762887,32.863849765258216
3857294,43,106,2022-11-29,Netherlands,Qatar,1,2,0,1.7139532729999998,0.143716575,30.76923076923077,63.12594840667678,18.87550200803213
3857294,43,106,2022-11-29,Qatar,Netherlands,0,0,2,0.143716575,1.7139532729999998,60.0,36.874051593323216,17.67676767676768
3857278,43,106,2022-11-29,Iran,United States,1,0,1,0.9207899420000001,1.169654601,25.0,49.9031007751938,24.875621890547265
3857278,43,106,2022-11-29,United States,Iran,0,1,0,1.169654601,0.9207899420000001,41.66666666666667,50.0968992248062,27.93427230046948
3857261,43,106,2022-11-29,Wales,England,1,0,3,0.208009498,2.91548517,14.285714285714285,35.77981651376147,21.16788321167883
3857261,43,106,2022-11-29,England,Wales,0,3,0,2.91548517,0.208009498,38.88888888888889,64.22018348623854,18.264014466546115
3857257,43,106,2022-11-30,Australia,Denmark,1,1,0,0.469723377,0.737154632,50.0,32.863849765258216,36.986301369863014
3857257,43,106,2022-11-30,Denmark,Australia,0,0,1,0.737154632,0.469723377,28.57142857142857,67.13615023474179,22.54237288135593
3857264,43,106,2022-11-30,Poland,Argentina,1,0,2,0.197595245,3.0766596990000004,0.0,27.046548956661315,21.34831460674157
3857264,43,106,2022-11-30,Argentina,Poland,0,2,0,3.0766596990000004,0.197595245,54.166666666666664,72.95345104333867,15.012106537530268
3857260,43,106,2022-11-30,Saudi Arabia,Mexico,1,1,2,1.076111142,2.3221233279,20.0,39.75308641975309,38.144329896907216
3857260,43,106,2022-11-30,Mexico,Saudi Arabia,0,2,1,2.3221233279,1.076111142,38.46153846153847,60.24691358024692,26.158038147138964
3857275,43,106,2022-11-30,Tunisia,France,1,1,0,0.298346986,0.47698937399999997,60.0,35.32289628180039,28.72727272727273
3857275,43,106,2022-11-30,France,Tunisia,0,0,1,0.47698937399999997,0.298346986,30.0,64.67710371819962,19.680851063829788
3857296,43,106,2022-12-01,Croatia,Belgium,1,0,0,0.695021896,2.3818400918,36.36363636363637,49.152542372881356,20.817120622568094
3857296,43,106,2022-12-01,Belgium,Croatia,0,0,0,2.3818400918,0.695021896,18.75,50.847457627118644,18.047882136279927
3857255,43,106,2022-12-01,Japan,Spain,1,2,1,1.157800672,0.8577122079999998,50.0,18.796433878157504,25.423728813559322
3857255,43,106,2022-12-01,Spain,Japan,0,1,2,0.8577122079999998,1.157800672,41.66666666666667,81.2035661218425,11.178247734138973
3857276,43,106,2022-12-01,Canada,Morocco,1,1,2,1.095618012,0.42640382499999996,0.0,58.84816753926702,22.708333333333332
3857276,43,106,2022-12-01,Morocco,Canada,0,2,1,0.42640382499999996,1.095618012,28.57142857142857,41.15183246073298,24.516129032258064
3857292,43,106,2022-12-01,Costa Rica,Germany,1,2,4,1.0347440669999999,4.316106397,71.42857142857143,32.80701754385965,30.633802816901408
3857292,43,106,2022-12-01,Germany,Costa Rica,0,4,2,4.316106397,1.0347440669999999,35.483870967741936,67.19298245614034,24.06576980568012
3857256,43,106,2022-12-02,Serbia,Switzerland,1,2,3,1.189003535,3.1035154719999998,33.33333333333333,53.93374741200828,23.095823095823096
3857256,43,106,2022-12-02,Switzerland,Serbia,0,3,2,3.1035154719999998,1.189003535,50.0,46.06625258799172,26.011560693641616
